18-07-000322, Solar ,240,4.99,2018-04-23,89.54,,25966.6, CA ,804,, Velocity ,Carval,1-7.18
18-16-000302, Solar ,240,3.99,2018-04-23,85.14,,34608.56, NV ,757,, Solcius ,Carval,1-7.18
18-07-000216, Solar ,240,5.99,2018-04-23,94.14,,33987.36, TX ,717,, EnvirosolarPower ,Carval,1-7.18
18-05-000374, Solar ,240,3.99,2018-04-23,85.14,,13026.42, CA ,820,, Solcius ,Carval,1-7.18
18-05-000133, Solar ,240,4.99,2018-04-23,89.54,,32180.94, SC ,803,, Solcius ,Carval,1-7.18
18-05-000334, Solar ,240,3.99,2018-04-23,85.14,,33332.31, UT ,838,, Solcius ,Carval,1-7.18
18-01-000369, Solar ,240,5.99,2018-04-23,94.14,,33033.24, CA ,679,, SunRun ,Carval,1-7.18
18-02-000405, Solar ,240,5.99,2018-04-23,94.14,,40480.2, TX ,827,, EnvirosolarPower ,Carval,1-7.18
18-13-000408, Solar ,240,4.99,2018-04-23,89.54,,24063.88, NJ ,666,, BrightPlanet ,Carval,1-7.18
18-03-000467, Solar ,240,5.99,2018-04-23,94.14,,35236.86, CA ,700,, SunRun ,Carval,1-7.18
18-01-000449, Solar ,240,3.99,2018-04-23,85.14,,26213.75, TX ,703,, CAMSolar ,Carval,1-7.18
18-10-000332, Solar ,240,3.99,2018-04-23,85.14,,24137.19, TX ,747,, CAMSolar ,Carval,1-7.18
18-16-000165, Solar ,120,3.99,2018-04-24,89.04,,12674.51, CA ,846,, SunRun ,Carval,1-7.18
18-08-000519, Solar+Storage ,120,3.99,2018-04-24,89.04,,26416.45, CA ,799,, SunRun ,Carval,1-7.18
18-09-000320, Solar ,120,2.99,2018-04-24,85.94,,9504.96, NM ,749,, Ion ,Carval,1-7.18
18-01-000354, Solar ,240,3.99,2018-04-24,85.14,,29424.38, CA ,787,, Solcius ,Carval,1-7.18
18-14-000302, Solar ,240,3.99,2018-04-24,85.14,,21828.19, CA ,803,, InfinityEnergy ,Carval,1-7.18
18-10-000395, Solar ,240,3.99,2018-04-24,85.14,,23121.47, NC ,777,, BlueRaven ,Carval,1-7.18
18-03-000171, Solar ,240,5.99,2018-04-24,94.14,,32242.95, AZ ,759,, SunRun ,Carval,1-7.18
18-15-000485, Solar ,240,3.99,2018-04-24,85.14,,17406.87, UT ,768,, TotalSolar ,Carval,1-7.18
18-05-000293, Solar ,240,3.99,2018-04-24,85.14,,35159.41, UT ,705,, TotalSolar ,Carval,1-7.18
18-08-000175, Solar ,240,5.99,2018-04-24,94.14,,25851.67, CA ,745,, SunRun ,Carval,1-7.18
18-04-000231, Solar ,240,3.99,2018-04-24,85.14,,20554.5, CA ,731,, Solcius ,Carval,1-7.18
18-03-000283, Solar ,240,4.99,2018-04-24,89.54,,34450.52, NJ ,707,, BrightPlanet ,Carval,1-7.18
18-06-000180, Solar ,240,4.99,2018-04-24,89.54,,21336.49, CO ,688,, Ion ,Carval,1-7.18
18-15-000312, Solar ,240,4.99,2018-04-24,89.54,,28192.56, CA ,731,, BrightPlanet ,Carval,1-7.18
18-13-000207, Solar ,240,4.99,2018-04-24,89.54,,76808.31, TX ,703,, Trismart ,Carval,1-7.18
18-13-000368, Solar ,240,3.99,2018-04-24,85.14,,25678.22, NV ,773,, QuickSystems ,Carval,1-7.18
18-12-000384, Solar ,240,3.99,2018-04-24,85.14,,32369.38, CA ,722,, InfinityEnergy ,Carval,1-7.18
18-07-000321, Solar ,240,3.99,2018-04-24,85.14,,18895.12, ID ,799,, BlueRaven ,Carval,1-7.18
18-03-000206, Solar ,240,3.99,2018-04-24,85.14,,13420.62, ID ,825,, BlueRaven ,Carval,1-7.18
18-11-000217, Solar ,240,3.99,2018-04-24,85.14,,11225.71, ID ,723,, BlueRaven ,Carval,1-7.18
18-04-000461, Solar ,240,5.99,2018-04-24,94.14,,16802.11, NC ,742,, PowerHome ,Carval,1-7.18
18-07-000081, Solar ,240,3.99,2018-04-24,85.14,,21898.86, CO ,741,, BlueRaven ,Carval,1-7.18
18-09-000423, Solar ,240,3.99,2018-04-24,85.14,,27541.94, UT ,849,, TotalSolar ,Carval,1-7.18
18-06-000448, Solar ,240,5.99,2018-04-24,94.14,,32854.86, TX ,724,, EnvirosolarPower ,Carval,1-7.18
18-05-000341, Solar ,240,5.99,2018-04-24,94.14,,19162.2, NM ,659,, NMSolarGroup ,Carval,1-7.18
18-13-000354, Solar ,240,3.99,2018-04-24,85.14,,14719.85, OR ,844,, BlueRaven ,Carval,1-7.18
18-10-000490, Solar ,240,3.99,2018-04-24,85.14,,22989.5, CO ,749,, BlueRaven ,Carval,1-7.18
18-08-000416, Solar ,240,4.99,2018-04-24,89.54,,30969.2, TX ,772,, Trismart ,Carval,1-7.18
18-15-000486, Solar+Storage ,240,3.99,2018-04-24,85.14,,20791.19, CA ,742,, Sunfinity ,Carval,1-7.18
18-04-000416, Solar ,240,3.99,2018-04-24,85.14,,25542, TX ,686,, InfinityEnergy ,Carval,1-7.18
18-02-000354, Solar ,240,3.99,2018-04-24,85.14,,18910.45, TX ,784,, CAMSolar ,Carval,1-7.18
18-11-000306, Solar ,120,2.99,2018-04-25,85.94,,22031.58, CA ,790,, InfinityEnergy ,Carval,1-7.18
18-07-000171, Solar ,120,3.99,2018-04-25,89.04,,17859.92, CA ,760,, SunRun ,Carval,1-7.18
18-05-000331, Solar ,120,3.99,2018-04-25,89.04,,45813.75, TX ,838,, EnvirosolarPower ,Carval,1-7.18
18-06-000549, Solar ,240,3.99,2018-04-25,85.14,,18559.67, CA ,777,, Solcius ,Carval,1-7.18
18-04-000483, Solar ,240,3.99,2018-04-25,85.14,,35077.68, CA ,670,, Solcius ,Carval,1-7.18
18-16-000235, Solar ,240,3.99,2018-04-25,85.14,,30774.7, NC ,670,, BlueRaven ,Carval,1-7.18
18-09-000338, Solar ,240,3.99,2018-04-25,85.14,,13537.26, CA ,799,, Solcius ,Carval,1-7.18
18-06-000431, Solar ,240,3.99,2018-04-25,85.14,,20859.3, CA ,733,, Solcius ,Carval,1-7.18
18-13-000394, Solar ,240,3.99,2018-04-25,85.14,,21285, CA ,711,, Solcius ,Carval,1-7.18
18-11-000449, Solar ,240,3.99,2018-04-25,85.14,,10358.13, OR ,828,, BlueRaven ,Carval,1-7.18
18-01-000426, Solar ,240,3.99,2018-04-25,85.14,,19752.48, CA ,850,, Solcius ,Carval,1-7.18
18-15-000155, Solar ,240,4.99,2018-04-25,89.54,,36384.94, SC ,664,, Solcius ,Carval,1-7.18
18-16-000368, Solar ,240,3.99,2018-04-25,85.14,,35459.11, FL ,695,, Vivint ,Carval,1-7.18
18-03-000252, Solar ,240,3.99,2018-04-25,85.14,,11963.02, OR ,696,, BlueRaven ,Carval,1-7.18
18-05-000414, Solar ,240,3.99,2018-04-25,85.14,,21309.98, CA ,662,, Complete ,Carval,1-7.18
18-16-000111, Solar ,240,4.99,2018-04-25,89.54,,14008.98, CO ,672,, Ion ,Carval,1-7.18
18-04-000408, Solar ,240,3.99,2018-04-25,85.14,,50734.93, SC ,752,, BlueRaven ,Carval,1-7.18
18-16-000182, Solar ,240,4.99,2018-04-25,89.54,,12087.9, FL ,811,, SunRun ,Carval,1-7.18
18-04-000281, Solar ,240,4.99,2018-04-25,89.54,,37157.31, CA ,726,, Solcius ,Carval,1-7.18
18-03-000157, Solar ,240,4.99,2018-04-25,89.54,,19397.05, CO ,741,, Ion ,Carval,1-7.18
18-03-000237, Solar ,240,4.99,2018-04-25,89.54,,18652.97, CA ,724,, Velocity ,Carval,1-7.18
18-12-000407, Solar ,240,3.99,2018-04-25,85.14,,26052.84, CA ,668,, SolarEnergyCollective ,Carval,1-7.18
17-15-000010, Solar ,240,4.99,2018-04-25,89.54,,84511.43, CA ,723,, Velocity ,Carval,1-7.18
18-09-000360, Solar ,240,4.99,2018-04-25,89.54,,36745.43, TX ,803,, Trismart ,Carval,1-7.18
18-12-000468, Solar ,240,3.99,2018-04-25,85.14,,20130.5, OR ,785,, BlueRaven ,Carval,1-7.18
18-03-000247, Solar ,240,3.99,2018-04-25,85.14,,26280.16, CO ,747,, BlueRaven ,Carval,1-7.18
18-05-000397, Solar ,240,5.99,2018-04-25,94.14,,39477.61, TX ,657,, EnvirosolarPower ,Carval,1-7.18
18-09-000183, Solar ,240,4.99,2018-04-25,89.54,,25565.33, CA ,736,,1,Carval,1-7.18
18-02-000426, Solar ,240,3.99,2018-04-25,85.14,,15830.93, MD ,825,, Vivint ,Carval,1-7.18
18-03-000441, Solar ,240,4.99,2018-04-25,89.54,,24970.92, NV ,758,, Ion ,Carval,1-7.18
18-15-000168, Solar ,240,3.99,2018-04-25,85.14,,24556.08, NY ,712,, Solcius ,Carval,1-7.18
18-09-000290, Solar ,240,3.99,2018-04-25,85.14,,23109.55, NC ,810,, BlueRaven ,Carval,1-7.18
18-11-000417, Solar ,240,5.99,2018-04-25,94.14,,22527.7, MI ,676,, PowerHome ,Carval,1-7.18
18-14-000397, Solar ,240,4.99,2018-04-25,89.54,,23431.72, TX ,742,, Trismart ,Carval,1-7.18
18-06-000443, Solar ,240,3.99,2018-04-25,85.14,,25542, TX ,651,, InfinityEnergy ,Carval,1-7.18
18-06-000238, Solar ,240,3.99,2018-04-25,85.14,,16019.94, CO ,842,, BlueRaven ,Carval,1-7.18
18-06-000587, Solar ,240,5.99,2018-04-25,94.14,,35679.06, TX ,776,, EnvirosolarPower ,Carval,1-7.18
18-07-000485, Solar ,240,3.99,2018-04-25,85.14,,27593.02, CA ,750,, SolarEnergyCollective ,Carval,1-7.18
18-13-000345, Solar ,240,3.99,2018-04-25,85.14,,10339.4, OR ,778,, BlueRaven ,Carval,1-7.18
18-11-000258, Solar ,240,4.99,2018-04-25,89.54,,18592.09, TX ,755,, Trismart ,Carval,1-7.18
18-14-000546, Solar ,240,5.99,2018-04-25,94.14,,23605.61, OK ,821,, EnvirosolarPower ,Carval,1-7.18
18-11-000233, Solar ,240,4.99,2018-04-25,89.54,,21017.72, TX ,714,, Trismart ,Carval,1-7.18
18-08-000245, Solar ,240,3.99,2018-04-25,85.14,,25158.87, TX ,822,, CAMSolar ,Carval,1-7.18
18-13-000472, Solar ,240,3.99,2018-04-25,85.14,,14165.59, TX ,764,, CAMSolar ,Carval,1-7.18
18-03-000205, Solar ,240,3.99,2018-04-25,85.14,,37335.59, TX ,747,, CAMSolar ,Carval,1-7.18
18-13-000247, Solar ,120,2.99,2018-04-26,85.94,,9487.78, CO ,735,, Ion ,Carval,1-7.18
18-01-000262, Solar ,120,2.99,2018-04-26,85.94,,14979.34, NV ,787,, Ion ,Carval,1-7.18
18-10-000052, Solar ,120,3.99,2018-04-26,89.04,,20585.23, NY ,710,,1,Carval,1-7.18
18-02-000460, Solar ,120,2.99,2018-04-26,85.94,,17018.7, CO ,843,, BlueRaven ,Carval,1-7.18
18-14-000203, Solar ,120,2.99,2018-04-26,85.94,,24426.64, CO ,829,, Ion ,Carval,1-7.18
18-09-000623, Solar ,240,5.99,2018-04-26,94.14,,54507.06, TX ,791,, EnvirosolarPower ,Carval,1-7.18
18-05-000370, Solar ,240,3.99,2018-04-26,85.14,,17653.78, CA ,805,, Solcius ,Carval,1-7.18
18-13-000457, Solar ,240,3.99,2018-04-26,85.14,,12900.41, CA ,694,, Solcius ,Carval,1-7.18
18-05-000525, Solar ,240,3.99,2018-04-26,85.14,,16559.73, CA ,756,, Solcius ,Carval,1-7.18
18-09-000059, Solar ,240,3.99,2018-04-26,85.14,,25797.42, CA ,678,, Solcius ,Carval,1-7.18
18-10-000557, Solar ,240,3.99,2018-04-26,85.14,,57895.2, CA ,736,, FreedomForever ,Carval,1-7.18
18-14-000195, Solar ,240,3.99,2018-04-26,85.14,,18539.24, ID ,810,, BlueRaven ,Carval,1-7.18
18-03-000098, Solar ,240,3.99,2018-04-26,85.14,,37035.9, CA ,831,, Solcius ,Carval,1-7.18
18-01-000630, Solar ,240,3.99,2018-04-26,85.14,,16820.26, NV ,793,, Solcius ,Carval,1-7.18
18-11-000109, Solar ,240,3.99,2018-04-26,85.14,,24235.1, UT ,726,, Solcius ,Carval,1-7.18
18-06-000617, Solar ,240,5.99,2018-04-26,94.14,,40150.71, TX ,652,, EnvirosolarPower ,Carval,1-7.18
18-11-000288, Solar ,240,5.99,2018-04-26,94.14,,22970.16, TX ,679,, EnvirosolarPower ,Carval,1-7.18
18-16-000196, Solar ,240,5.99,2018-04-26,94.14,,20710.8, AZ ,693,, SunRun ,Carval,1-7.18
18-16-000659, Solar ,240,4.99,2018-04-26,89.54,,17124.53, RI ,708,, BrightPlanet ,Carval,1-7.18
18-06-000138, Solar ,240,5.99,2018-04-26,94.14,,19110.42, SC ,778,, Solcius ,Carval,1-7.18
18-07-000119, Solar ,240,5.99,2018-04-26,94.14,,37926.56, SC ,689,, Solcius ,Carval,1-7.18
18-13-000302, Solar ,240,3.99,2018-04-26,85.14,,15449.5, ID ,835,, BlueRaven ,Carval,1-7.18
18-07-000518, Solar ,240,3.99,2018-04-26,85.14,,20650.71, SC ,850,, BlueRaven ,Carval,1-7.18
18-08-000541, Solar ,240,3.99,2018-04-26,85.14,,34500.22, CA ,700,, Complete ,Carval,1-7.18
18-07-000525, Solar ,240,5.99,2018-04-26,94.14,,23535, TX ,787,, EnvirosolarPower ,Carval,1-7.18
18-12-000528, Solar ,240,5.99,2018-04-26,94.14,,47070, TX ,653,, EnvirosolarPower ,Carval,1-7.18
18-15-000565, Solar ,120,2.99,2018-04-27,85.94,,12946.86, CO ,762,, BlueRaven ,Carval,1-7.18
18-03-000077, Solar ,120,3.99,2018-04-27,89.04,,46297.69, CA ,727,, SunRun ,Carval,1-7.18
18-11-000428, Solar ,120,3.99,2018-04-27,89.04,,13217.04, CA ,817,,1,Carval,1-7.18
18-08-000272, Solar ,120,2.99,2018-04-27,85.94,,17758.64, NM ,683,, Ion ,Carval,1-7.18
18-11-000065, Solar ,120,3.99,2018-04-30,89.04,,19181.63, CA ,695,, SunRun ,Carval,1-7.18
18-03-000768, Solar ,120,3.99,2018-04-30,89.04,,25732.56, TX ,771,, EnvirosolarPower ,Carval,1-7.18
18-01-000393, Solar ,120,2.99,2018-04-30,85.94,,41024.32, MA ,702,, BrightPlanet ,Carval,1-7.18
18-05-000340, Solar ,120,3.99,2018-04-30,89.04,,22705.2, CA ,738,, Solcius ,Carval,1-7.18
18-05-000550, Solar ,240,3.99,2018-04-30,85.14,,20320.36, CA ,719,, FreedomForever ,Carval,1-7.18
18-03-000496, Solar ,240,5.99,2018-04-30,94.14,,27235.53, CA ,787,, SunRun ,Carval,1-7.18
18-10-000126, Solar ,240,3.99,2018-04-30,85.14,,27461.47, OR ,797,, BlueRaven ,Carval,1-7.18
18-04-000465, Solar ,240,3.99,2018-04-30,85.14,,13783.31, CO ,797,, BlueRaven ,Carval,1-7.18
18-01-000382, Solar ,240,3.99,2018-04-30,85.14,,16686.59, CA ,789,, Solcius ,Carval,1-7.18
18-02-000543, Solar ,240,3.99,2018-04-30,85.14,,22665.97, CA ,679,, Solcius ,Carval,1-7.18
18-14-000470, Solar ,240,3.99,2018-04-30,85.14,,33885.72, CA ,700,, Solcius ,Carval,1-7.18
18-15-000144, Solar ,240,3.99,2018-04-30,85.14,,10073.76, CA ,691,, Solcius ,Carval,1-7.18
18-01-000402, Solar ,240,3.99,2018-04-30,85.14,,22221.54, CA ,718,, Solcius ,Carval,1-7.18
18-01-000315, Solar ,240,3.99,2018-04-30,85.14,,58429.03, ID ,825,, BlueRaven ,Carval,1-7.18
18-06-000324, Solar ,240,3.99,2018-04-30,85.14,,17406.87, CA ,746,, Solcius ,Carval,1-7.18
18-05-000415, Solar ,240,3.99,2018-04-30,85.14,,39109.91, CA ,806,, InfinityEnergy ,Carval,1-7.18
18-15-000298, Solar ,240,4.99,2018-04-30,89.54,,29028.61, CA ,693,,1,Carval,1-7.18
18-03-000306, Solar ,240,3.99,2018-04-30,85.14,,24221.48, ID ,697,, BlueRaven ,Carval,1-7.18
18-10-000462, Solar ,240,4.99,2018-04-30,89.54,,25236.72, TX ,659,, Ion ,Carval,1-7.18
18-08-000471, Solar ,240,3.99,2018-04-30,85.14,,39530.5, ID ,793,, BlueRaven ,Carval,1-7.18
18-13-000540, Solar ,240,3.99,2018-04-30,85.14,,17028, CA ,663,, InfinityEnergy ,Carval,1-7.18
18-13-000420, Solar ,240,3.99,2018-04-30,85.14,,13817.37, OR ,662,, BlueRaven ,Carval,1-7.18
18-01-000180,Solar,120,3.99,2018-07-25,88.42,,6873.13,MA,782,,1,Carval,1-8.7
18-01-000664,Solar,240,5.99,2018-07-26,92.25,,37201.92,NH,729,,SunRun,Carval,1-8.7
18-01-000691,Solar,240,4.99,2018-07-23,88.31,,24917.43,AZ,796,,Solcius,Carval,1-8.7
18-01-000700,Solar,240,3.99,2018-07-25,84.51,,13370.37,NV,812,,ArcadiaSolar,Carval,1-8.7
18-01-000753,Solar,120,3.99,2018-07-16,88.42,,23695.18,CA,850,,SunRun,Carval,1-8.7
18-01-000893,Solar,120,3.99,2018-07-25,88.42,,17395.73,SC,798,,SunRun,Carval,1-8.7
18-01-001019,Solar,240,5.99,2018-06-14,92.25,,18136.97,CA,787,,SunRun,Carval,1-8.7
18-01-001146,Solar,240,3.99,2018-07-30,84.51,,10181.59,OR,842,,BlueRaven,Carval,1-8.7
18-01-001157,Solar,240,3.99,2018-07-27,84.51,,22740.04,TX,688,43.5,ElevationSolar,Carval,1-8.7
18-01-001175,Solar,120,3.99,2018-07-26,88.42,,36964.6,NJ,806,,SunRun,Carval,1-8.7
18-01-001176,Solar,240,4.99,2018-07-27,88.31,,28408.25,MA,727,,1,Carval,1-8.7
18-01-001209,Solar,240,4.99,2018-07-24,88.31,,9188.21,NM,660,37.5,Vivint,Carval,1-8.7
18-01-001254,Solar,240,3.99,2018-07-23,84.51,,24603.93,TX,702,,SpeirInno,Carval,1-8.7
18-01-001351,Solar,240,3.99,2018-07-30,84.51,,24328.99,MD,679,39.7,Vivint,Carval,1-8.7
18-01-001371,Solar,240,3.99,2018-07-24,84.51,,26024.61,CO,805,,CAMSolar,Carval,1-8.7
18-01-001408,Solar,240,5.99,2018-07-23,92.25,,20044.59,CA,836,,SunRun,Carval,1-8.7
18-01-001411,Solar,240,4.99,2018-07-30,88.31,,44202.39,CA,676,44.4,Velocity,Carval,1-8.7
18-01-001415,Solar,240,3.99,2018-07-24,84.51,,26520.66,CO,754,,CAMSolar,Carval,1-8.7
18-01-001471,Solar,240,5.99,2018-07-27,92.25,,58884.3,TX,736,,EnvirosolarPower,Carval,1-8.7
18-01-001479,Solar,240,3.99,2018-07-12,84.51,,18230.69,CA,704,,CaliforniaSolarSystems,Carval,1-8.7
18-01-001482,Solar,144,2.99,2018-07-25,84.34,,25544.55,CA,734,,SolarMax,Carval,1-8.7
18-01-001483,Solar+Storage,144,2.99,2018-07-27,84.34,,22237.17,CA,811,,SolarMax,Carval,1-8.7
18-01-001514,Solar,240,3.99,2018-07-25,84.51,,32585.9,TX,849,,InfinityEnergy,Carval,1-8.7
18-01-001517,Solar,240,3.99,2018-07-23,84.51,,20267.63,CO,849,,Ion,Carval,1-8.7
18-01-001559,Solar,240,3.99,2018-07-30,84.51,,12848.58,UT,715,,OneSolar,Carval,1-8.7
18-01-001690,Solar,240,3.99,2018-07-26,84.51,,19549.91,ID,688,45.4,BlueRaven,Carval,1-8.7
18-01-001801,Solar,240,4.49,2018-07-25,86.4,,22885.04,CA,727,,WestCoastSolar,Carval,1-8.7
18-01-001858,Solar,240,3.99,2018-07-30,84.51,,21469.56,CA,850,,Solcius,Carval,1-8.7
18-01-001876,Solar,240,3.99,2018-07-27,84.51,,17579.23,CA,729,,EnergyServicePartners,Carval,1-8.7
18-01-001914,Solar,240,5.99,2018-07-25,92.25,,34296.43,TX,809,,EnvirosolarPower,Carval,1-8.7
18-01-001971,Solar,240,3.99,2018-07-27,84.51,,28371.32,NM,685,51.8,ErusEnergy,Carval,1-8.7
18-01-002009,Solar,240,5.99,2018-07-27,92.25,,14748.79,NM,673,40.3,NMSolarGroup,Carval,1-8.7
18-01-002012,Solar,240,3.99,2018-07-23,84.51,,27268.19,CO,820,,BlueRaven,Carval,1-8.7
18-01-002025,Solar,240,4.99,2018-07-30,88.31,,23993.05,NM,726,,Vivint,Carval,1-8.7
18-01-002051,Solar,240,3.99,2018-07-30,84.51,,9081.12,NM,745,,ErusEnergy,Carval,1-8.7
18-01-002052,Solar,240,4.99,2018-07-23,88.31,,9189.61,NM,799,,Vivint,Carval,1-8.7
18-01-002129,Solar,240,4.99,2018-07-27,88.31,,21889.92,NV,778,,FreedomForever,Carval,1-8.7
18-02-000427,Solar,240,3.99,2018-07-26,84.51,,29822.89,FL,697,45.2,Vivint,Carval,1-8.7
18-02-000468,Solar,240,4.99,2018-07-25,88.31,,15086.06,CA,714,,Solcius,Carval,1-8.7
18-02-000725,Solar,240,3.99,2018-07-24,84.51,,11111.08,UT,681,51.9,Solcius,Carval,1-8.7
18-02-000763,Solar,120,2.99,2018-07-23,85.68,,10358.58,CO,717,,BlueRaven,Carval,1-8.7
18-02-000818,Solar,240,3.99,2018-07-24,84.51,,30774.3,NV,729,,Solcius,Carval,1-8.7
18-02-000885,Solar,120,3.99,2018-07-18,88.42,,20600.77,CA,758,,SunRun,Carval,1-8.7
18-02-000899,Solar,120,2.99,2018-07-30,85.68,,10159.81,NM,814,,Ion,Carval,1-8.7
18-02-000957,Solar,240,5.99,2018-07-20,92.25,,23896.01,CA,811,,SunRun,Carval,1-8.7
18-02-001030,Solar,120,3.99,2018-07-11,88.42,,16861.54,CA,768,,SunRun,Carval,1-8.7
18-02-001049,Solar,240,3.99,2018-07-26,84.51,,28650.8,NV,768,,FreedomForever,Carval,1-8.7
18-02-001053,Solar,240,3.99,2018-07-23,84.51,,21639.83,AZ,653,31.1,SolarTopps,Carval,1-8.7
18-02-001076,Solar,120,3.99,2018-07-27,88.42,,42714.4,NJ,736,,SunRun,Carval,1-8.7
18-02-001093,Solar,240,3.99,2018-07-30,84.51,,16204.35,FL,716,,Vivint,Carval,1-8.7
18-02-001131,Solar,120,3.99,2018-07-19,88.42,,14306.5,CA,838,,SunRun,Carval,1-8.7
18-02-001177,Solar,240,3.99,2018-07-24,84.51,,21415.09,ID,829,,BlueRaven,Carval,1-8.7
18-02-001190,Solar,240,3.99,2018-07-25,84.51,,18281.96,CO,795,,SoprisSolar,Carval,1-8.7
18-02-001248,Solar,240,3.99,2018-07-30,84.51,,14395.65,CO,830,,CAMSolar,Carval,1-8.7
18-02-001312,Solar,240,3.99,2018-07-26,84.51,,38091.05,NC,696,43.2,BlueRaven,Carval,1-8.7
18-02-001347,Solar,240,4.99,2018-07-20,88.31,,27221.02,CA,745,,Solcius,Carval,1-8.7
18-02-001349,Solar,240,4.99,2018-07-26,88.31,,11648.97,CA,672,45.9,Solcius,Carval,1-8.7
18-02-001350,Solar,240,3.99,2018-07-23,84.51,,20723.11,TX,658,42.4,ErusEnergy,Carval,1-8.7
18-02-001396,Solar,240,5.99,2018-07-27,92.25,,57664.47,TX,799,,EnvirosolarPower,Carval,1-8.7
18-02-001400,Solar,240,4.99,2018-07-30,88.31,,14552.31,CA,662,25.1,SolarMax,Carval,1-8.7
18-02-001421,Solar+Storage,240,5.99,2018-07-17,92.25,,33308.18,CA,850,,SunRun,Carval,1-8.7
18-02-001437,Solar,240,4.99,2018-07-30,88.31,,16962.22,CA,842,,Solcius,Carval,1-8.7
18-02-001497,Solar,240,5.99,2018-07-27,92.25,,28870.34,CA,723,,SunRun,Carval,1-8.7
18-02-001530,Solar,240,4.99,2018-07-27,88.31,,28023.52,CA,700,,Solcius,Carval,1-8.7
18-02-001539,Solar,240,3.99,2018-07-26,84.51,,39453.56,ID,770,,CRLighting,Carval,1-8.7
18-02-001607,Solar,240,3.99,2018-07-25,84.51,,17549.83,TX,744,,GreenSolarTech,Carval,1-8.7
18-02-001620,Solar,240,3.99,2018-07-30,84.51,,45470.15,NV,787,,FreedomForever,Carval,1-8.7
18-02-001636,Solar,240,3.99,2018-07-27,84.51,,22613.11,ID,753,,BlueRaven,Carval,1-8.7
18-02-001666,Solar,240,5.99,2018-07-17,92.25,,20953.38,CA,697,52,SunRun,Carval,1-8.7
18-02-001689,Solar,240,3.99,2018-07-24,84.51,,19371.17,NM,780,,ErusEnergy,Carval,1-8.7
18-02-001700,Solar,240,4.99,2018-07-24,88.31,,9188.21,NM,807,,Vivint,Carval,1-8.7
18-02-001716,Solar,240,3.99,2018-07-30,84.51,,35812.32,CA,721,,CaliforniaSolarSystems,Carval,1-8.7
18-02-001728,Solar,240,5.99,2018-07-24,92.25,,33596.86,CA,846,,SunRun,Carval,1-8.7
18-02-001735,Solar,240,3.99,2018-07-27,84.51,,28837.56,TX,767,,WellsSolar,Carval,1-8.7
18-02-001740,Solar,240,3.99,2018-07-25,84.51,,11172.3,TX,709,,AltaraySolar,Carval,1-8.7
18-02-001757,Solar,240,3.99,2018-07-25,84.51,,22446.18,CA,700,,InfinityEnergy,Carval,1-8.7
18-02-001760,Solar,120,3.99,2018-07-25,88.42,,17565.41,NC,664,48.5,EcsSolar,Carval,1-8.7
18-02-001788,Solar,120,3.99,2018-07-24,88.42,,22098.65,CA,833,,SunRun,Carval,1-8.7
18-02-001940,Solar,240,3.99,2018-07-30,84.51,,13184.93,ID,824,,BlueRaven,Carval,1-8.7
18-02-001941,Solar,240,5.99,2018-07-24,92.25,,36428.97,TX,843,,EnvirosolarPower,Carval,1-8.7
18-02-001950,Solar,240,3.99,2018-07-23,84.51,,17274.91,AZ,764,,ArcadiaSolar,Carval,1-8.7
18-02-001981,Solar,240,3.99,2018-07-30,84.51,,18512.44,NM,791,,ErusEnergy,Carval,1-8.7
18-02-001998,Solar,240,3.99,2018-07-30,84.51,,24360.7,UT,761,,AltaraySolar,Carval,1-8.7
18-02-002013,Solar,240,3.99,2018-07-26,84.51,,18649.04,CA,706,,EnergyServicePartners,Carval,1-8.7
18-02-002110,Solar,240,3.99,2018-07-24,84.51,,17006.07,TX,708,,AltaraySolar,Carval,1-8.7
18-02-002312,Solar,120,3.99,2018-07-26,88.42,,35016.12,CA,823,,SunRun,Carval,1-8.7
18-03-000613,Solar,240,3.99,2018-07-30,84.51,,34726.69,CO,662,46.8,Ion,Carval,1-8.7
18-03-000631,Solar,240,3.99,2018-07-23,84.51,,37250.47,TX,838,,Sunfinity,Carval,1-8.7
18-03-000796,Solar,240,3.99,2018-07-24,84.51,,16862.16,CO,661,45.6,Ion,Carval,1-8.7
18-03-000857,Solar,240,5.99,2018-06-25,92.25,,22509.88,CA,789,,SunRun,Carval,1-8.7
18-03-000873,Solar,240,3.99,2018-07-23,84.51,,25254.12,NV,760,,Solcius,Carval,1-8.7
18-03-000897,Solar,240,3.99,2018-07-27,84.51,,14469.55,AZ,661,31.1,FreedomForever,Carval,1-8.7
18-03-000943,Solar,240,3.99,2018-07-27,84.51,,21069.69,NV,730,,Solcius,Carval,1-8.7
18-03-001041,Solar+Storage,240,3.99,2018-07-23,84.51,,84659.3,CA,813,,Sunfinity,Carval,1-8.7
18-03-001127,Solar,240,3.99,2018-07-26,84.51,,18852.57,CO,656,51.7,CAMSolar,Carval,1-8.7
18-03-001186,Solar,240,3.99,2018-07-24,84.51,,29623.06,SC,658,47.6,PalmettoSolar,Carval,1-8.7
18-03-001195,Solar,240,3.99,2018-07-30,84.51,,35017.16,NV,669,36.6,ArcadiaSolar,Carval,1-8.7
18-03-001310,Solar,240,3.99,2018-07-26,84.51,,13733.42,AZ,842,,ElevationSolar,Carval,1-8.7
18-03-001368,Solar,240,3.99,2018-07-25,84.51,,20501.18,ID,850,,BlueRaven,Carval,1-8.7
